,hotelId,hotelName,tripType,tripTypeText,reviewDate,rating,description,isKorNot
366,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2018년 12월 28일,10.0,좋았습니다 위치가 너무 좋고 깨끗히고 친절했습니다,True
367,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2018년 12월 30일,10.0,서울 도심과 매우 가까운 위치 직원들 정말 매우 매우 매우 친절 시설 좋음 밥 맛있음,True
368,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),romance,1박 로맨틱 여행,2018년 12월 25일,10.0,크리스마스에 숙박했는데 조용하고 편안하게 잘 보내고 갑니다,True
369,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2018년 12월 23일,8.0,주니어스위트로 더블싱글침대가 있어 모두 편히 잠을 잘 수있었습니다 바로 시청앞 스케이트장이 보여 뷰도 상당히 좋았고요 직원분들 격하게 친절하셔서 기분좋았네요 사우나가 완전 좋았어요,True
370,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),romance,1박 로맨틱 여행,2018년 12월 24일,10.0,침대가 매우 편안함주변동네가 좋음,True
371,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2018년 12월 8일,4.0,가성비 별로였습니다 기대를 많이 했기에 실망도 컸다고 봅니다 예약하고 사전에 메일을 보냈고 직원과 통화까지 해서 객실 요청고층에 좋은뷰을 드렸고 가능하다는 답변을 받았으나 실제 배정받은 객실은 저층인데다 제가 생각했던 뷰와는 거리가 멀었습니다 하룻밤인데 그냥 이용할까하다 특별한 기념일 이였기에 프론트에 요청을 하였고 바꾸는 과정에서도 직원분들께서 이미 상한 마음에 더 불쾌함을 주도록 응대를 하더군요 남자직원께서는 자기 직원이 아니고 익스피디아 직원이랑 통화한게 아니냐 되묻고 조선호텔에 이메일을 보냈고 조선호텔측에서 전화를 했다는 고객말은 귀담아 듣지 않으신건지 그다음 전화는 데스크 여자직원이 고객님과 직원과의 대화 소통이 잘못됐다고 하며 요청사항은 요청사항일뿐 예약확정은 아니라는 답변을 하면서 오히려 더 불쾌하게 만들더군요 체크인 과정이 순로롭지 못했던 탓인지 객실 이용 및 아리아 레스토랑 이용까지 만족스럽지 못한 느낌이였습니다,True
372,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),romance,1박 로맨틱 여행,2018년 12월 1일,10.0,호캉스로 최고였습니다 이그제큐티브20층 층을 이용할 수 있어서 티와 디저트 이용이 너무 편했습니다 또한 수영 사우나 조식도 무료라서 굉장히 만족했습니다,True
373,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),romance,1박 로맨틱 여행,2018년 12월 1일,10.0,전반적으로 좋은 위치와 시설 서비스 만족스러웠습니다,True
374,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2018년 12월 29일,8.0,직원 친절하고 시설 좋았음,True
375,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2018년 11월 16일,10.0,최고의 하루를 선물받은 느낌특히 침구류와 부대시설은 정말 고급지고 편한함의 끝,True
376,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2019년 2월 5일,10.0,종종 방문하지만 조금 낡은 것만 제외하면 항상 만족스러운 호텔입니다,True
377,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),romance,1박 로맨틱 여행,2019년 3월 1일,8.0,조선호텔은 처음 숙박하는데 듣던대로 직원분들의 서비스는 좋았습니다 연휴라 사람이 많아서 그런지 환구단뷰 요청에도 받지 못해서 다소 아쉬웠는데  끝방으로 주셔서 조용히 잘 묵었습니다 그리고 칵테일아워 음식이 조식보다 못해서 좀 아쉬운점 정도 있습니다,True
378,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2019년 8월 19일,10.0,아이들과 같이 편하게 즐기고 오기 딱 좋네요친절하시고 수영장 사용도 편했어요,True
379,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),with-friends,친구와 1박 여행,2019년 8월 18일,10.0,이그제큐티브 정말 추천합니다 에프터눈 칵테일아워 조식 때 라운지 이용 가능한데 생각보다 음식도 다양하게 나오고 맛 있습니다 룸도 매우 깨끗했습니다 웨스틴 조선호텔 무엇보다 직원분들이 정말 친절하셔서 친구와 기분좋게 호캉스 즐기고 왔습니다,True
380,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),business,1박 출장,2019년 8월 8일,10.0,출장목적으로 좋은 위치에 5성급 호텔,True
381,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,2박 가족 여행,2019년 8월 6일,10.0,항상 느끼지만 서울 Westin은 겉만 번지르르한 여타 신생 호텔들 대비 모든면에서 뭔가 품격이 있어 보입니다 서울 Westin만 총 3회 정도 묵었는데 한번도 Trouble은 없었던 것으로 기억합니다,True
382,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2019년 7월 28일,10.0,모든 직원이 친절,True
383,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),romance,1박 로맨틱 여행,2019년 7월 5일,10.0,만족도는 높지만 화장실이 조금 지저분하고 객실에 먼지가 많이 날려 아쉬웠어요 수영장은 매우 복잡,True
384,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,2박 여행,2019년 6월 27일,10.0,기분 좋은 친절함 이었어요 왠만해서는 후기 안쓰는데 직원들이 너무 친절했어요객실이나 청소는 보통이었어요 위치도 너무 좋았습니다,True
385,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),with-friends,친구와 1박 여행,2019년 6월 15일,10.0,다들 굉장히 친절하시고요 침실도 너무 편했어요위치도 편의시설과 다 가까워서 너무 좋고요정말 편하게 쉬고왔습니다아 뷰도 뭔가 좋았어요,True
386,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2019년 2월 16일,6.0,4번째 이 호텔을 방문하는 것이었습니다 예전에 너무 좋아하는 호텔이었는데 이번엔 실망이 컸습니다주변이 너무 시끄럽습니다 호텔 바로 앞에서 시위하는 사람들이 있는데 아침 640에도 확성기 소리가 나서 깨었습니다 게다가 주말에 시청 근처에서 시위가 많아서 오후엔 낮잠을 잘 수 없을 정도입니다 예약할 때 이러한 소음이 존재한다는 것을 알았으면 절대 가지 않았을 겁니다executive로의 업그레이드에 대한 공지가 예약할 때 제대로 이뤄어지지 않아 막상 체크인 당일에 하려고 하니 인원이 찼다고 거절당했습니다 식구들이 이 호텔 사우나를 좋아해서 예약했는데 사우나 사용시 추가 요금이 부담스러운 가격입니다 시청 앞 시위 그리고 호텔 앞에서 매일 일어나는 시위가 잠잠해질 때까지 예약하는 것을 신중하게 고려하세요,True
388,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),romance,1박 로맨틱 여행,2019년 5월 5일,10.0,굉장한 편안함을 매번 선사해주네요 거대하고 웅장한 규모는 아니지만 고객 관점의 세밀한 서비스는 최고입니다,True
389,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2019년 5월 4일,10.0,위치며 시설 서비스 대만족입니다가족끼리 즐거운 시간보내고 왔습니다수영장도 괜찮았어요,True
390,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,2박 가족 여행,2019년 5월 4일,8.0,인테리어는 오래된 호텔이라 특별히 좋거나 세련되지는 않았지만 스위트룸 객실이 다른 호텔의 스위트보다  조금 넓은 것 같아서 편안했습니다 주변에 롯데백화점도 있고 상권이 발달하여 위치적으로도 편리했어요,True
391,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2019년 5월 5일,10.0,수영장과 짐을 계속 사용할 수 있어서 가족 여행으로 참 좋았습니다 주변 환경도 좋아요,True
392,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2019년 5월 5일,6.0,서비스 친절도가 프로답지않은 느낌입니다,True
393,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2019년 3월 23일,10.0,23배 이상 하는 호텔보다 훨씬 더 섬세하고 친절한 서비스를 받았습니다,True
394,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),with-friends,친구와 1박 여행,2019년 1월 19일,8.0,따뜻한 느낌의 서비스,True
395,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2019년 3월 1일,8.0,침구관리 잘 되어있어 좋았구요 평판만큼 조식은 그저그랬어요광장 집회로 호텔진입로가 막히면 프론트 직원들이 상황을 잘 전달받아 우회도로 안내정도는 좀 해주실 수 있으면 좋겠네요,True
396,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2019년 5월 11일,8.0,위치가 좋네요 조식도 훌륭한 편입니다,True
397,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2018년 11월 8일,10.0,숙박장소에서 행사가있어서 끝나는시간이늦다보니 1박이긴하나 하루피로가 싹 사라졌어요,True
398,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),romance,1박 로맨틱 여행,2018년 11월 4일,2.0,보통 이뷰 남기지 않는데 처음으로 남겨봅니다 국내외 특급호텔 많이 다녀봤는데 이 곳은 그 중 최악입니다 당일 예약이어서 데이터가 제대로 안넘어왔다는 핑계로 객실 및 조식에 대해 부정확한 정보 주시고 사과도 없었고요 리셉션에서 응대하시는 분의 태도 또한 호텔리어 답지 않았습니다 룸 컨디션도 퀴퀴한 냄새가 나는 등 일박에 42만원 지급할만한 곳은 아니네요 최근 이용했던 포시즌과는 너무 비교되는 서비스 및 공간이었습니다,True
399,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),romance,1박 로맨틱 여행,2018년 10월 26일,10.0,최고의 음식 깨끗한 시설 명동 경복궁등 접근성 최고,True
400,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,2박 여행,2018년 2월 14일,2.0,고객을 편안히개 만드는 법을 잘 아는 호텔입니다 오랜 역사가 과연 명불허전 종업원 모두가 최상의 서비스가 무엇인지 잘알도록 교육이 절되있어서 고객입장에서 만족합니다,True
401,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,2박 여행,2018년 1월 25일,8.0,전체적으로 좋은컨디션이였음,True
402,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),with-friends,친구와 1박 여행,2018년 1월 19일,10.0,완벽합니다,True
403,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2018년 1월 19일,10.0,주변 관광지 및 모든 편의시설과 가까워 지리적으로 굉장히 만족스러움,True
404,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2018년 1월 7일,10.0,깨깻한 침구류와 친절한 직원들뷰는 주변이 모두 고층 건물이라 딱히 볼거리는 없습니다그리고 로비 주변 횡단보도가 없어서 지하도로 이동해야함,True
419,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,가족 여행,2018년 2월 26일,10.0,여태 다녀본 호텔중 국내외 모두 포함해서 또 SPG포함 제일 편안하고 서비스가 훌륭했던 호텔이였습니다프론트데스크 도어맨 어쩌다 만나는 메이드 건물 앞을 지키시는 분들까지 모두들 서비스 대마왕들이였어요 호텔에서 가끔 과잉친절이나 거짓친절을 느끼는 경우가 있는데 이곳에선 한번도 그걸 느낀적이 없어 정말 마음이 편하고 더불어 기분이 좋아졌습니다룸컨디션도 매우 좋았고 매번 호텔에서 자고나면 불편하다던 남편도 침대칭찬을 엄청하더군요분당에 살아 서울은 그저 왔다갔다만 했는데 집에 보일러가 고장나는 바람에 추석연휴 부랴부랴 신청한 이 호텔에서 기쁨가득 재충전 하는 시간이 되었습니다 위치는 뭐 말할것도 없이 좋지요  고마워요 서울 웨스틴 조선,True
420,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2018년 2월 23일,10.0,서울에 살고있지만 호캉스로 다녀왔습니다 우선 조선호텔을 택한 첫번째 이유는 조식이 유명해서 선택했어요 조식 가지수는 다른 호텔에 비해 조금 부족했지만 맛과 질은 최고였어요  그리고 명동이 진짜 코앞이에요 평소 명동다니면서 몰랐는데 가보니까 롯데 영플라자 바로 옆이더라구요  집에 돌아갈 시간 걱정없이 돌아다닐수있어서 위치가 너무 좋았어요  수영장과 사우나도 깔끔하고 너무 좋아요 매번 호텔가봤자 금액때문에 비즈니스 호텔갔는데이번에 마음먹고 비싼돈썼는데 정말 후회없이 너무 좋았어요 1박이라 너무 아쉽고호텔에서 살고싶었어요  아직도 여운이,True
421,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),romance,로맨틱 여행,2018년 2월 27일,8.0,시설도 깨끗하고 좋았습니다 특히 사정이 있어 저녁시간에 와인을 마시러 못갔었는데 들어와보니 와인과 과일이 있어서 놀랐습니다 사소한것 하나하나 신경써주셔서 감사합니다,True
422,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2018년 9월 25일,6.0,친절하고 서비스는 좋았음청결도는 문제가 있어 보임 화장실 바닥 버석거림 욕조 내부 물자국 등 청소 안되어있음조식 괜찮음 위치 좋음,True
423,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),romance,1박 로맨틱 여행,2018년 9월 29일,10.0,침구가 집에 갖고 오고 싶을 정도로 꿀잠을 선사해 주었습니다,True
424,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2018년 9월 29일,10.0,굉장히 대단했습니다 역시 5성급 호텔 다음에도 또 가고싶어요 침대 집에 가자겨고싶네요,True
426,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),romance,1박 로맨틱 여행,2018년 9월 5일,10.0,전통 있는 특급 호텔,True
427,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2018년 8월 13일,8.0,서울시청역이랑 가깝고 같은 한국인으로써 자부심느낄정도로 직원분들이 정말정말 친절하고 세심하세요 시설 안내해주시는것도 꼼꼼히 챙겨주시고 너무 좋은 여름 휴가 보냈습니다 아쉬운점이 있다면 화장실 문이 고장났는데 안잠겨서 당황했고 옷장안에 그을림 자국같은 것이 있어서 청소가 조금 덜되지 않았나 싶습니다그래도 너무너무 좋았어요  다음에 또 묵고 싶어요,True
428,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),romance,1박 로맨틱 여행,2018년 8월 11일,10.0,아주 만족했던 여행이였습니다,True
430,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),with-friends,친구와 1박 여행,2018년 7월 28일,8.0,숙박은 좋았으나 사우나 비용이 너무 비싼 것 같습니다,True
432,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),with-friends,친구와 2박 여행,2018년 5월 19일,10.0,매우 좋았음 다른 사람에게 추천해 주고 싶음,True
433,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2018년 5월 25일,10.0,데모땜에 시끄러웠지만 나름만족함,True
434,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,2박 가족 여행,2018년 5월 25일,10.0,명동이라시내볼일보기좋았네요교통편은 딱 좋은위치,True
435,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2018년 5월 20일,10.0,음식도 맛있고 깨끗하고 좋아요명동에서 가깝고 가격도 좋고  친절하고 주차도 좋도 오성급 으로 좋네요,True
436,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),business,1박 출장,2018년 5월 15일,10.0,별 다섯개 짜리 호텔 답게 시설 좋고 상태 좋고 직원 친절 그러나 조식이 조금 부족한 느낌은 있음,True
437,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2018년 4월 21일,10.0,조선호텔은 말할 필요가 없죠직원들이 정말 친절해요로비에 있는 카페도 좋고 조선호텔만의 분위기가 느껴집니다접근성도 좋고요개인적으로 근처 롯데호텔보다 좋습니다개인적인 아쉬움은 룸서비스 메뉴의 다양성 부분에서 약간 미흡하다고 생각해서 아쉬웠습니다,True
438,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,가족 여행,2018년 4월 11일,10.0,전체적으로 만족 스러웠습니다 가족들이 너무 좋아 했던것 같습니다 즐거운 여행이 되어 더욱 감사합니다,True
440,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2018년 3월 9일,10.0,수영장이 깨끗하고 물도 따듯해서 좋았다아침식사도 맛있었음,True
441,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2019년 8월 29일,8.0,위치를 비롯해서 대부분 만족해요,True
443,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2019년 9월 13일,10.0,좋아요 사람이 많아서 extra bed 못 받은 게 아쉽습니다성수기 대비해서 좀 더 구비해놓는게 좋을 듯 해요,True
444,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,2박 가족 여행,2019년 9월 13일,10.0,매년 23번 정도가족들과 호캉스를 즐기고 있어요 다만 저녁 뷔페에 비해 조식 뷔페가 종류가 너무 차이가 나는 것만 조금 나아지면 좋겠어요,True
445,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),with-friends,친구와 1박 여행,2020년 9월 18일,8.0,편하게 잘 쉬다가 왔습니다,True
446,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2020년 7월 26일,10.0,고객 응대 만족 음식 대부분 만족 음식 일부 마음에 안들었던건 개인 취향 청결도도 만족 쾌적 꽤 오래된 건물임에도 낡았다는 느낌은 없음 다만 여름이지만 객실이 꽤 시원해 냉방 조절이 안되어 취침시 약간 불편 한점 있었음 다른 호텔에 비해 이용요금이 저렴하고 음식은 아주 괜찮았음,True
447,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,2박 가족 여행,2020년 8월 15일,10.0,위치가 너무 좋고 직원들의 응대가 훌륭했습니다 석식 뷔페는 대만족이었습니다,True
448,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2020년 8월 16일,8.0,공기가 탁했어요 방에서도 조식시간이나 저녁시간에 음식 냄새가 들어오기도하고 먼가 공기가 쾌쾌한 것 같았어요 나머지는 서비스는 너무너무 괜찮았습니다,True
450,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,2박 가족 여행,2020년 8월 17일,10.0,가족들과 휴식차 2박하였습니다코로나 대응 강화로 갑자기 뷔페 대신 도시락 방식으로 변경되어 아쉬웠습니다하지만 전체적인 관리 상태도 너무 좋았고 차에서 내릴 때부터  체크인 식당 이용 CAC 이용시모든 직원들이 다들 매우 친절하셔서 더 기분 좋았습니다 지금껏 다녀 본 호텔 중 단연 최고였습니다특히 18 19일 오후타임 수영장 이용시 계시던 여자분 상하의 검정색 안전 요원 칭찬하고 싶습니다  아이가 어려서 썬베드 옆 테이블에 올려 놓으면 떨어질까봐 주문했던 음식을 바닥에 내려 놓고 먹고 있는 것을 보고 타월을 가져 와서 썬베드에 깔아 주고 음식을 올려 주시곤 조용히 사라지셨습니다 수영 끝나고 나갈 때 젖은 구명조끼를 보고 담을 봉투까지 준비해서 가져다 주셨습니다후기 쓰는 중에 와이프도 칭찬하고 싶은 직원 있다고 하네요19일 오후 6시쯤 수영 끝나고 나온 뒤 아들과 제가 먼저 방으로 올라간 줄 모르고 와이프 혼자 3층 엘리베이터 앞에서 기다리고 있었습니다저희 방 호수를 기억하고 있던 카운터 직원께서 오셔서 제가 먼저 올라간 것을 와이프에게 알려 주며 키도 없던 와이프가 17층으로 올라갈 수 있게 해 주셨습니다1줄 요약  직원들 다들 엄청 친절하시고 이름 모르는 두 직원은 꼭 칭찬하고 싶으며 또 오겠습니다,True
451,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2020년 8월 16일,8.0,청소를 좀 깔끔히 해주셨으면 합니다,True
452,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2020년 8월 14일,4.0,사람이 너무 많아서 제대로 즐기지 못했어요,True
454,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2020년 8월 13일,10.0,호캉스로 좋네요,True
455,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2020년 8월 8일,8.0,대체적으로 만족합니다 한가지채크인이몰려 대기시간이너무 길었습니다 개선이 필요해보입니다,True
456,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2020년 8월 9일,10.0,코로나로 인해 제한적으로 이용하긴 했지만 직원분들이 굉장히 친절하게 대해주셔서 감사했어요,True
457,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2020년 8월 9일,6.0,일단 5성급 호텔이라 깨끗하지만 몇가지 단점이 있음115시 체크인 시간을 너무 무리하게 지키는것 같음 요즘같은 시기 체크인 시간에 사람이 많이 몰려 사회적 거리두기가 전혀지켜지지 않음 또한 대기줄이 길어지는 것을 직원들이 당연하게 생각함 15시 이전이라도 방이 준비되면 유연하게 체크인할 수 있는 융통성이 필요할듯함2 이그제큐티브 라운지 이용시 저녁 칵테일 시간에 뜬금없는 마파두부와 볶음밥이 나옴 음식의 퀄리티는 좋으나 칵테일 시간과는 맞지 않음 메뉴개선이 팔요함3 1박2일을 머물렀는데 수영장 헬스장을 1번밖에 이용 못함 체크인한날 이용하면 체크아웃하는 날은 이용이 불가함 개선이 필요함,True
458,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,2박 가족 여행,2020년 7월 31일,10.0,주차장진입이 좀 어렵지만 역사가 있는 오랜호텔이라 그러련했습니다 객실컨디션과 직원응대는 매우 훌륭합니다코로나로 룸서비스가 밤10시까지인건 좀 아쉬웠습니다전체적으로 쾌적하고 기분좋은 스테이였습니다,True
459,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2020년 8월 7일,10.0,정말 친절햇습니다,True
460,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,2박 가족 여행,2020년 8월 2일,2.0,체크인 한시간 걸렸고 둘째날 오전에 나가면서 청소 좀 부탁하고 오후 세시에 들어왔는데 청소가 안되 또 삼십분 기다렸네요 그냥 시설이나 서비스 수준이나 호텔리어가 있는 고급 모텔 생각하시면 됩니다,True
461,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2020년 8월 4일,10.0,9개월 아기와 함께 호캉스 했어요 성수기라 손님이 많았는데도 서비스는 빠르고 완벽했습니다 체크인도 그닥 길지 않았네요 조식의 프렌치토스트는 정말 최고였어요,True
462,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2020년 8월 2일,10.0,직원 분들의 친절함에 감동 객실 안락함에 감동메인 조명이 밝기가 밝은 조명이 있으면 더 좋겠습니다 밝기를 선택할수 있도록 즐겁고 안락한 여행이었습니다,True
463,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2020년 1월 24일,10.0,아주 좋았어요 편안한 베드와 친절한 서비스,True
464,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2020년 8월 1일,10.0,성수기라 엄청 사람이 많고 어딜가든 대기였어요이그젝 라운지에서 전용체킨했는데 그것만 한시간넘게 걸렸어요 근데 이게 잘못은 아니니까 그냥 기다렸어요그런데 라운지에서 대기가능하게 해주시고 룸 업그레이드 레이트체크인 조식뷔페 아리아업그레이드 룸에 웰컴스낵도 넣어주셔서 만족스러웠어요 사우나도 깨끗했구요룸서비스 음식 맛은 그닥별로인데 라운지 아리아 음식은 정말 맛있었어요 또 이용할게요,True
465,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2020년 9월 29일,10.0,넓고 친절해서 좋습니다,True
466,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2020년 10월 1일,10.0,좋았습니다,True
467,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2020년 12월 30일,6.0,깨끗했지만 화장실 욕조 옆에 물이 잘 안빠져서 불편했어요그 외에는 좋았습니다,True
468,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),romance,1박 로맨틱 여행,2020년 12월 30일,10.0,직원들 친절도 높음케이블 요청에도 빠른 응대,True
469,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),family,1박 가족 여행,2020년 12월 23일,10.0,직원들이 너무 친절 합니다,True
470,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2020년 12월 11일,10.0,욕조의 물이 안빠지는 문제가 있었는데 늦은 시간에도 와 주셔서 친절히 수리해 주셨습니다기념일이라 혹시나 하고 언질을 드렸는데 좋은 뷰 쪽으로 방을 배정해 주셔서 감사합니다,True
471,105343,서울 웨스틴조선호텔 (The Westin Chosun Seoul),other,1박 여행,2020년 12월 5일,10.0,역시 최고의 호텔 직원들도 친전하고 청결상태부터 음식까지 모두 완벽했어요,True
